# Wavelength,Flux
6.643512496715773523e+03 2.375095176648413371e-16
6.653385545407922109e+03 2.267654380450970360e-16
6.663257742627172775e+03 2.334098246179442726e-16
6.673129086380731678e+03 2.349003850869967250e-16
6.682999574675810436e+03 2.371122924016578905e-16
6.692869205519615207e+03 2.309196820274031655e-16
6.702737976919357607e+03 2.347477263986554473e-16
6.712605886882242885e+03 2.329357235343215092e-16
6.722472933415481748e+03 2.356148595221753724e-16
6.732339114526283083e+03 2.330726597514954762e-16
6.742204428221853959e+03 2.324654914871859525e-16
6.752068872509404173e+03 2.510525407916977903e-16
6.761932445396142612e+03 2.459716167263383105e-16
6.771795144889276344e+03 2.387137653444436899e-16
6.781656968996016076e+03 2.496855275871452051e-16
6.791517915723568876e+03 2.459524726023444783e-16
