# Wavelength Flux
3.250485578588953103e+03 1.056638083137316286e-15
3.254504410277249008e+03 3.260499736666785368e-17
3.258523214329039547e+03 -1.707428916593761933e-15
3.262541990616785370e+03 1.516892045001107471e-15
3.266560739012948034e+03 3.036870847817522556e-16
3.270579459389989097e+03 9.650141113304195627e-16
3.274598151620370118e+03 4.498471978119924317e-16
3.278616815576551744e+03 7.986933489009204863e-16
3.282635451130995989e+03 6.833521790998997998e-16
3.286654058156163956e+03 1.387719063722203763e-16
3.290672636524517202e+03 6.235113888697663369e-16
3.294691186108516831e+03 7.129038443548926315e-16
3.298709706780624401e+03 1.028515327626484626e-15
3.302728198413301016e+03 2.414020339877305472e-16
3.306746660879008232e+03 4.046015096632640056e-16
3.310765094050207153e+03 6.252142687747737599e-16
3.314783497799359338e+03 2.879003410753037371e-16
3.318801871998925890e+03 7.295181530260728063e-16
3.322820216521368820e+03 6.280476479671476992e-16
3.326838531239148779e+03 6.315474573740751606e-16
3.330856816024727323e+03 7.147198759784119816e-16
3.334875070750566010e+03 1.080807073120912851e-15
3.338893295289125490e+03 5.292319919739025085e-16
3.342911489512868229e+03 4.788375794466550450e-16
3.346929653294254877e+03 1.328126974182580457e-15
3.350947786505746990e+03 7.674060687839827451e-16
3.354965889019806127e+03 5.234441918720764976e-16
3.358983960708892937e+03 -1.575532069699168591e-16
3.363002001445469432e+03 6.094950042507185694e-16
3.367020011101996261e+03 1.351952134982406448e-15
3.371037989550935890e+03 1.076757673946647436e-15
3.375055936664748515e+03 1.425677225550762403e-15
3.379073852315896147e+03 1.323389175189968498e-15
3.383091736376840345e+03 1.713520394252203262e-15
3.387109588720041756e+03 1.340853757507887228e-15
3.391127409217962395e+03 1.639599126664421389e-15
3.395145197743062909e+03 2.160667118811167475e-15
3.399162954167805310e+03 2.819340842933486977e-15
3.403180678364650703e+03 2.368308326605674630e-15
3.407198370206060190e+03 3.060608621668423165e-15
3.411216029564495784e+03 3.548843668204029591e-15
3.415233656312418134e+03 2.518763801603188248e-15
3.419251250322288797e+03 1.906906626574074388e-15
3.423268811466569332e+03 2.011584945442319178e-15
3.427286339617721296e+03 1.288721680670742255e-15
3.431303834648205338e+03 1.762827691874595327e-15
3.435321296430483017e+03 1.545320114121573417e-15
3.439338724837016343e+03 1.284583578214458707e-15
3.443356119740265967e+03 9.794126476558899492e-16
3.447373481012693446e+03 1.262147354822170135e-15
3.451390808526759884e+03 1.277857388401590606e-15
3.455408102154927292e+03 1.099478869729126145e-15
3.459425361769656320e+03 7.561194781604570724e-16
3.463442587243408980e+03 1.223022382821484156e-15
3.467459778448645920e+03 1.368272536650163876e-15
3.471476935257829155e+03 1.018504470599605944e-15
3.475494057543419331e+03 1.173364051850468950e-15
3.479511145177878461e+03 7.655021996402966962e-16
3.483528198033667650e+03 9.930113467725847443e-16
3.487545215983247999e+03 8.768975254387769213e-16
3.491562198899081523e+03 7.486961581832523677e-16
3.495579146653628868e+03 5.387254093660152863e-16
3.499596059119351594e+03 6.483443347670900093e-16
3.503612936168711258e+03 8.672792656426044150e-16
3.507629777674168963e+03 4.087756555867921151e-16
3.511646583508186268e+03 7.098170419312903582e-16
3.515663353543224275e+03 7.506256384733142632e-16
3.519680087651744543e+03 6.762914219642164517e-16
3.523696785706208630e+03 7.902087429531671673e-16
3.527713447579077638e+03 7.370368486535201586e-16
3.531730073142812671e+03 5.210642901539160782e-16
3.535746662269875742e+03 8.079114501709685250e-16
3.539763214832727044e+03 5.648246628387147099e-16
3.543779730703829046e+03 6.009653391272337112e-16
3.547796209755642849e+03 7.299656276800669733e-16
3.551812651860630012e+03 5.096689787949536757e-16
3.555829056891250730e+03 4.905667571909697496e-16
3.559845424719967923e+03 7.321588604446028515e-16
3.563861755219241786e+03 6.827558916544385586e-16
3.567878048261534332e+03 6.945613726844300974e-16
3.571894303719306663e+03 7.403643936934904046e-16
3.575910521465019883e+03 9.611265083813094257e-16
3.579926701371136005e+03 5.833830705255487640e-16
3.583942843310115677e+03 5.765713261151324713e-16
3.587958947154420912e+03 6.370441040607730793e-16
3.591975012776512358e+03 4.306388828250668366e-16
3.595991040048852028e+03 6.537919595217253298e-16
3.600007028843901026e+03 7.310752338112442119e-16
3.604022979034119999e+03 6.904121233021273995e-16
3.608038890491971870e+03 3.311556420078065447e-16
3.612054763089916378e+03 4.019884596587269705e-16
3.616070596700415990e+03 7.670417475901945268e-16
3.620086391195931355e+03 5.626158695180332158e-16
3.624102146448924032e+03 5.890323479410755020e-16
3.628117862331855576e+03 2.681491704560031469e-16
3.632133538717187093e+03 7.085427185469951021e-16
3.636149175477380595e+03 7.699007330522901117e-16
3.640164772484896275e+03 7.023733703682636375e-16
3.644180329612196147e+03 4.726066540237351414e-16
3.648195846731741767e+03 4.859184084480963307e-16
3.652211323715994240e+03 5.826219594961760669e-16
3.656226760437415123e+03 5.586022572374259052e-16
3.660242156768465065e+03 6.837325218949055329e-16
3.664257512581606534e+03 7.635924500693158289e-16
3.668272827749299722e+03 7.019958434854996983e-16
3.672288102144006643e+03 5.447945870690786029e-16
3.676303335638188855e+03 5.510151815376552773e-16
3.680318528104307006e+03 4.513331373100030546e-16
3.684333679414823109e+03 6.608506549714995012e-16
3.688348789442198267e+03 5.830216552048753155e-16
3.692363858058893584e+03 6.978313501568213028e-16
3.696378885137371071e+03 6.116059624627869953e-16
3.700393870550090924e+03 4.292574887160727749e-16
3.704408814169515608e+03 6.704581978854290384e-16
3.708423715868106228e+03 3.571055112445731974e-16
3.712438575518323887e+03 5.187619401710869879e-16
3.716453392992630143e+03 4.006340562943528399e-16
3.720468168163486098e+03 3.461340979572058515e-16
3.724482900903353311e+03 5.007499991844358591e-16
3.728497591084693340e+03 5.158568571088830970e-16
3.732512238579966834e+03 5.657701084561524696e-16
3.736526843261635804e+03 8.214674084776526631e-16
3.740541405002161355e+03 7.767651307314936459e-16
3.744555923674005044e+03 4.818310561261237808e-16
3.748570399149627974e+03 6.784927480502966521e-16
3.752584831301491704e+03 4.893270689224192975e-16
3.756599220002057336e+03 7.051649082568395700e-16
3.760613565123786429e+03 4.918907403398573083e-16
3.764627866539140086e+03 2.324952668451781937e-16
3.768642124120579865e+03 6.269490902236440659e-16
3.772656337740567324e+03 6.499611716570381269e-16
3.776670507271563110e+03 2.293029316076636805e-16
3.780684632586029238e+03 4.621445994620032836e-16
3.784698713556426810e+03 6.574724024341691371e-16
3.788712750055217839e+03 4.164073938860042268e-16
3.792726741954862518e+03 5.204005829672117746e-16
3.796740689127822861e+03 3.682879014395707679e-16
3.800754591446559971e+03 3.763613747359763062e-16
3.804768448783535405e+03 8.383293751970143338e-16
3.808782261011210721e+03 4.847410212300699987e-16
3.812796028002047024e+03 3.737013501967199120e-16
3.816809749628505415e+03 4.687009426451790339e-16
3.820823425763047453e+03 5.229090866194462592e-16
3.824837056278134696e+03 6.710910028906137875e-16
3.828850641046228247e+03 7.715050473489874614e-16
3.832864179939789210e+03 2.710557416306954853e-16
3.836877672831279597e+03 4.468891555524261815e-16
3.840891119593160511e+03 4.278591318305230096e-16
3.844904520097893055e+03 4.368379740153259547e-16
3.848917874217939243e+03 6.123124706186215005e-16
3.852931181825759268e+03 5.673754629734182965e-16
3.856944442793815142e+03 4.291812039734859063e-16
3.860957656994568424e+03 2.555819897116009731e-16
3.864970824300480672e+03 4.863815110814643553e-16
3.868983944584012534e+03 3.080475847725688246e-16
3.872997017717625567e+03 7.895164660610522367e-16
3.877010043573780877e+03 6.882726028101573934e-16
3.881023022024940474e+03 2.875416626440803471e-16
3.885035952943565462e+03 5.099699830679962057e-16
3.889048836202116945e+03 2.636278382534326701e-16
3.893061671673056935e+03 5.864120363667933474e-16
3.897074459228845626e+03 7.083030309314803883e-16
3.901087198741945940e+03 4.668838428973394798e-16
3.905099890084817616e+03 7.010848672061104182e-16
3.909112533129922667e+03 8.675675597093756159e-16
3.913125127749723106e+03 2.631291383167978773e-16
3.917137673816679126e+03 2.028751728366465753e-16
3.921150171203253194e+03 8.601406591779632433e-16
3.925162619781905505e+03 8.062879543205619969e-16
3.929175019425098071e+03 7.946206353665777131e-16
3.933187370005292905e+03 1.043756762355248772e-15
3.937199671394949746e+03 1.031987056872839970e-15
3.941211923466531516e+03 4.750175891089070758e-16
3.945224126092498409e+03 5.700101935814306124e-16
3.949236279145312892e+03 4.792501215206552433e-16
3.953248382497435159e+03 7.886883042487396688e-16
3.957260436021327223e+03 5.530643125656181111e-16
3.961272439589450642e+03 5.738006691669644157e-16
3.965284393074266063e+03 4.950855875368667539e-16
3.969296296348235046e+03 3.090005530850420169e-16
3.973308149283819603e+03 4.168585360957671919e-16
3.977319951753480382e+03 5.238662243841888097e-16
3.981331703629678941e+03 4.300518427774308633e-16
3.985343404784876384e+03 4.909565074244863215e-16
3.989355055091534723e+03 7.263452032264323616e-16
3.993366654422115062e+03 2.620790984157940735e-16
3.997378202649078048e+03 2.314802673151832687e-16
4.001389699644885695e+03 3.370375346396817666e-16
4.005401145281999561e+03 3.122473165723942243e-16
4.009412539432880749e+03 4.555645144141536584e-16
4.013423881969989907e+03 4.481811703140555881e-16
4.017435172765789503e+03 4.435376355643846052e-16
4.021446411692740639e+03 3.609963582948831324e-16
4.025457598623303966e+03 4.527756217020716638e-16
4.029468733429941494e+03 2.597470477832077402e-16
4.033479815985114783e+03 3.628705781361603230e-16
4.037490846161284480e+03 3.076255181812757096e-16
4.041501823830912144e+03 2.716255949418957030e-16
4.045512748866459333e+03 5.115128718545144446e-16
4.049523621140387149e+03 7.784163004117018827e-16
4.053534440525157152e+03 5.741782447038225816e-16
4.057545206893230898e+03 4.822252138666037219e-16
4.061555920117069491e+03 4.277757082914135655e-16
4.065566580069134034e+03 3.181399413254852020e-16
4.069577186621886540e+03 5.818162956800774125e-16
4.073587739647787203e+03 2.274193997747424105e-16
4.077598239019298944e+03 3.229383253660045239e-16
4.081608684608881958e+03 4.273374007779877719e-16
4.085619076288997803e+03 5.722521273673055016e-16
4.089629413932108037e+03 4.051710178205498314e-16
4.093639697410673762e+03 3.572585665348389108e-16
4.097649926597156991e+03 4.219365756682478538e-17
4.101660101364018374e+03 5.987360757927392996e-16
4.105670221583719467e+03 4.424842905490255558e-16
4.109680287128721830e+03 5.551636628773563113e-16
4.113690297871486109e+03 5.144497594831630374e-16
4.117700253684474774e+03 4.641809630560240784e-16
4.121710154440148472e+03 4.585605165024455538e-16
4.125720000010967851e+03 1.313652516151910962e-16
4.129729790269396290e+03 3.027033316929772583e-16
4.133739525087892616e+03 5.605724737669771780e-16
4.137749204338921118e+03 6.686246729424410725e-16
4.141758827894940623e+03 3.950945384913764861e-16
4.145768395628412691e+03 4.150768231186445540e-16
4.149777907411800697e+03 2.726780203145023626e-16
4.153787363117563473e+03 4.920405788979288719e-16
4.157796762618164394e+03 2.949980545445135044e-16
4.161806105786063199e+03 6.958104315580517428e-16
4.165815392493723266e+03 4.327169754943831831e-16
4.169824622613603424e+03 5.617378856661546948e-16
4.173833796018167050e+03 6.149011310104673030e-16
4.177842912579874792e+03 4.074647501300807979e-16
4.181851972171187299e+03 6.888362650851737549e-16
4.185860974664567038e+03 6.521360267874708614e-16
4.189869919932474659e+03 3.596869177731055151e-16
4.193878807847372627e+03 5.408599799177461443e-16
4.197887638281720683e+03 3.853847039360230687e-16
4.201896411107981294e+03 4.591646017187332714e-16
4.205905126198615108e+03 5.347139624216805501e-16
4.209913783426083683e+03 4.678946705838104596e-16
4.213922382662849486e+03 2.750595690291022476e-16
4.217930923781372258e+03 -3.501792915150368839e-16
4.221939406654113554e+03 5.667866362861565523e-16
4.225947831153534935e+03 5.254953948354988358e-16
4.229956197152098866e+03 4.589722318566585242e-16
4.233964504522265997e+03 2.945060586682384590e-16
4.237972753136496976e+03 8.526881546847473135e-17
4.241980942867253361e+03 3.769703464194585408e-16
4.245989073586997620e+03 6.078261364124230720e-17
4.249997145168189491e+03 3.554483460415671611e-16
4.254005157483292351e+03 7.680777350348866464e-16
4.258013110404765030e+03 6.277686951871554563e-16
4.262021003805070904e+03 6.460701405721399481e-16
4.266028837556670624e+03 2.090830474518333670e-16
4.270036611532024835e+03 4.518907963178648036e-16
4.274044325603596008e+03 6.091630881521030503e-16
4.278051979643845698e+03 2.844133478080929886e-16
4.282059573525233645e+03 6.401270793396634134e-16
4.286067107120223227e+03 4.868067637676420921e-16
4.290074580301274182e+03 1.545122916212801971e-16
4.294081992940848068e+03 7.220480415545698536e-16
4.298089344911406442e+03 5.965598537293467353e-16
4.302096636085411774e+03 7.400395402878456561e-16
4.306103866335324710e+03 9.210230931361916294e-16
4.310111035533605900e+03 7.302499401260324558e-16
4.314118143552715992e+03 5.087287827862848283e-16
4.318125190265119272e+03 9.258937997565457408e-16
4.322132175543274570e+03 9.671093404249686105e-16
4.326139099259644354e+03 1.283166704210959732e-15
4.330145961286689271e+03 1.098941485021949457e-15
4.334152761496870880e+03 1.691761526671456653e-15
4.338159499762650739e+03 1.322026685545587554e-15
4.342166175956490406e+03 1.376714446919560907e-15
4.346172789950850529e+03 1.433540163337389054e-15
4.350179341618193575e+03 1.093167556383582174e-15
4.354185830830980194e+03 8.762476511946470289e-16
4.358192257461671034e+03 7.480644053955153009e-16
4.362198621382728561e+03 1.076131464587947112e-15
4.366204922466613425e+03 9.309398999354783911e-16
4.370211160585788093e+03 1.124242166519898214e-15
4.374217335612712304e+03 7.136502323123441188e-16
4.378223447419848526e+03 7.827271505229907404e-16
4.382229495879658316e+03 9.578342704986056944e-16
4.386235480864602323e+03 9.047509590471453491e-16
4.390241402247142105e+03 6.815680898070579328e-16
4.394247259899738310e+03 6.192494185313477356e-16
4.398253053694854316e+03 7.653863345644011330e-16
4.402258783504948951e+03 6.591535981779357370e-16
4.406264449202484684e+03 5.010622202220190795e-16
4.410270050659923982e+03 4.943987974469572163e-16
4.414275587749726583e+03 6.801972840887634818e-16
4.418281060344354046e+03 3.394284866954331222e-16
4.422286468316268838e+03 6.951595239831477679e-16
4.426291811537931608e+03 6.665282255335412708e-16
4.430297089881803004e+03 5.373038992548400779e-16
4.434302303220345493e+03 4.439006487268232237e-16
4.438307451426020634e+03 3.778968961243037455e-16
4.442312534371288166e+03 4.549699576301538483e-16
4.446317551928610555e+03 1.477448335564320504e-16
4.450322503970449361e+03 2.297172822693223390e-16
4.454327390369265231e+03 5.094178933010700931e-16
4.458332210997519724e+03 8.894302933618411741e-17
4.462336965727674396e+03 5.068656733069112070e-16
4.466341654432191717e+03 5.497937129630362341e-16
4.470346276983530515e+03 3.195766277871745318e-16
4.474350833254154168e+03 6.175284156475281787e-16
4.478355323116523323e+03 2.502782268221587637e-16
